0
0
0
0
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
[-373, -395, -8192, 211, -221, 134]
