0.0 , 0.0 , 0.0 , 0 , 0 , 0 , 1569358867.5910347
0.0 , 0.0 , 0.0 , 0 , 0 , 0 , 1569358867.6324577
9.6778978972e-05 , -1.55085304491e-21 , 3.97106388503e-22 , 0 , 0 , 0 , 1569358867.6734014
9.6778978972e-05 , -1.55085304491e-21 , 3.97106388503e-22 , 0 , 0 , 0 , 1569358867.7138429
9.6778978972e-05 , -1.55085304491e-21 , 3.97106388503e-22 , 0 , 0 , 0 , 1569358867.7547204
0.000145168468458 , 2.79376847807e-05 , 0.000147040446214 , 0 , 0 , 0 , 1569358867.79979
0.00188705040016 , 0.000978075104692 , 0.0051464156175 , 0 , 3 , -70 , 1569358867.8456483
0.00787087690939 , 0.00419380887717 , 0.0219090264859 , 0 , 42 , -99 , 1569358867.8907924
0.0214020201949 , 0.00736858279407 , 0.0366130711073 , 0 , 69 , -114 , 1569358867.9475684
0.0402866938916 , 0.0113312190405 , 0.0538168033144 , 0 , 76 , -117 , 1569358868.0055983
0.0618195874768 , 0.0146175130998 , 0.0649918772267 , 3 , 71 , -112 , 1569358868.0591109
0.0783906261076 , 0.0200355177704 , 0.0710205355215 , 55 , 64 , -108 , 1569358868.1115108
0.0919679976207 , 0.0289837773681 , 0.0674915648123 , 71 , 52 , -101 , 1569358868.1646
0.10780853661 , 0.0421791279189 , 0.0592572998243 , 75 , 45 , -86 , 1569358868.2222557
0.11935255842 , 0.0534989840377 , 0.0502878326053 , 78 , 33 , -82 , 1569358868.2674165
0.128098771915 , 0.0635898846325 , 0.0423476485097 , 78 , 22 , -75 , 1569358868.3162515
0.136346898366 , 0.074677079937 , 0.0344074644141 , 75 , 18 , -64 , 1569358868.3696685
0.1435253282 , 0.0869724422744 , 0.0272024825496 , 71 , 0 , -49 , 1569358868.41909
0.147736911684 , 0.0958627157805 , 0.0217619860397 , 64 , 0 , -45 , 1569358868.4638782
0.150061678835 , 0.104687825992 , 0.0119102761434 , 68 , -3 , -26 , 1569358868.5167027
0.152299028745 , 0.111867029317 , 0.00455825383264 , 51 , 0 , -23 , 1569358868.5742607
0.154591136922 , 0.118582591406 , -0.00249968758564 , 53 , 0 , -23 , 1569358868.6201665
0.156590533419 , 0.124751841155 , -0.00970466945014 , 41 , 0 , -27 , 1569358868.6644254
0.158708869406 , 0.128614803818 , -0.0104398716812 , 47 , 0 , -30 , 1569358868.7137463
0.162083173614 , 0.136626066946 , -0.0166155704222 , 52 , 0 , -30 , 1569358868.767312
0.165188168344 , 0.145823121242 , -0.0235264713943 , 60 , -41 , -30 , 1569358868.8282738
0.164372720702 , 0.154365661954 , -0.0210267838086 , 54 , -64 , -22 , 1569358868.8779185
0.161063692055 , 0.1650259741 , -0.0133806806055 , 59 , -71 , -15 , 1569358868.9319108
0.155625211129 , 0.178118875689 , -0.0030878493705 , 63 , -71 , -18 , 1569358868.9837272
0.15091342983 , 0.187967536932 , 0.00323488981671 , 59 , -76 , -15 , 1569358869.0289552
0.145994214528 , 0.197813678086 , 0.0092635481115 , 63 , -74 , -5 , 1569358869.0698798
0.140147862099 , 0.207286677855 , 0.0157333277449 , 60 , -75 , -3 , 1569358869.115091
0.132228050964 , 0.218506166627 , 0.0251439163026 , 60 , -83 , -3 , 1569358869.1731608
0.123902931472 , 0.23003433414 , 0.0322018577209 , 68 , -84 , 0 , 1569358869.2253897
0.116886837749 , 0.240430151705 , 0.0347015453066 , 67 , -98 , 0 , 1569358869.2745757
0.107719727865 , 0.252048488752 , 0.0427887698483 , 68 , -110 , 0 , 1569358869.3279378
0.0960451749037 , 0.265670100083 , 0.0561694504538 , 60 , -110 , 0 , 1569358869.3768322
0.0868058224839 , 0.275699728361 , 0.067932686151 , 56 , -110 , 0 , 1569358869.417974
0.0775372338892 , 0.285037927101 , 0.0796959218481 , 46 , -110 , 44 , 1569358869.4713218
0.0609640916921 , 0.293187316929 , 0.0848423374656 , 37 , -108 , 78 , 1569358869.521108
