0.0 , 0.0 , 0.0 , -0.000622184 , 0.000428158 , 0 , 0 , 0 , 0.000189296 , -0.00051409 , 0.00403574579177 , 1570037012.359314
9.6778978972e-05 , -1.55085304491e-21 , 3.97106388503e-22 , -0.000575595 , 0.000384682 , 0 , 0 , 0 , -0.000497307 , -0.000309031 , 0.00473973292245 , 1570037012.400288
9.6778978972e-05 , -1.55085304491e-21 , 3.97106388503e-22 , -0.000583536 , 0.000422623 , 0 , 0 , -3 , -0.0010216 , 0.000341713 , 0.0030484839856 , 1570037012.4415152
0.000290336936916 , 5.58753695614e-05 , 0.000294080892428 , -0.000437423 , 0.000372567 , 0 , 0 , 0 , 0.002264 , -0.000709751 , 0.00530315044199 , 1570037012.490575
0.000435513615036 , 2.79803772609e-05 , 0.000147040446214 , -0.000538455 , 0.000457522 , 0 , 34 , -26 , 0.000524654 , 0.000396835 , 0.00895663018052 , 1570037012.5314252
0.00483896121863 , 6.90177083378e-07 , 5.14996031931e-19 , -1.64339e-05 , -0.000239735 , 0 , 46 , -42 , 0.0362783 , -0.0379796 , 0.0533578459677 , 1570037012.5723574
0.0116134897467 , -0.000222811301162 , -0.00117632356971 , 0.00187979 , -0.000269572 , 0 , 62 , -53 , 0.0679318 , 0.00376966 , 0.0684548432935 , 1570037012.621461
0.0215812575916 , -0.000625664484363 , -0.00323488981671 , 0.00334794 , 0.00487416 , 0 , 61 , -72 , 0.0962903 , 0.0850184 , 0.12845213541 , 1570037012.666577
0.0321317378581 , -0.000156913287337 , -0.000588161784857 , 0.00555813 , 0.00698181 , 0 , 50 , -91 , 0.136905 , 0.0456517 , 0.146764791481 , 1570037012.707572
0.0435042025375 , 0.00142884617071 , 0.00779314364935 , 0.0088544 , 0.0061933 , 0 , 61 , -84 , 0.159227 , -0.0205548 , 0.161853328629 , 1570037012.7524276
0.056897886689 , 0.00279046118122 , 0.014409963729 , 0.0168389 , 0.00765206 , 0 , 65 , -99 , 0.190619 , 0.0463142 , 0.202479302572 , 1570037012.802017
0.069942369182 , 0.00431959282219 , 0.0214679051473 , 0.0259569 , 0.00935594 , 0 , 73 , -110 , 0.230546 , 0.0418275 , 0.237713737784 , 1570037012.84278
0.0840352600658 , 0.0061870550892 , 0.0297021701353 , 0.0343357 , 0.0107651 , 0 , 76 , -102 , 0.245186 , 0.0411196 , 0.249500624891 , 1570037012.88794
0.0981747690155 , 0.00769720323896 , 0.0354367475376 , 0.0452938 , 0.0132985 , 0 , 80 , -107 , 0.250941 , 0.0479147 , 0.255498242597 , 1570037012.9287379
0.113023843413 , 0.00950956734623 , 0.0417594867248 , 0.0564897 , 0.0148243 , 0 , 84 , -114 , 0.258209 , 0.028774 , 0.261349701857 , 1570037012.973867
0.127957856578 , 0.0114198216922 , 0.0485233472507 , 0.0655784 , 0.0167346 , 0 , 84 , -106 , 0.228286 , 0.0945814 , 0.255383232465 , 1570037013.0148911
0.143082778454 , 0.0132171931371 , 0.0541108842068 , 0.0779293 , 0.020499 , 3 , 76 , -113 , 0.246341 , 0.0492905 , 0.251535488431 , 1570037013.0598078
0.158167201496 , 0.0156569830279 , 0.06175698741 , 0.0965956 , 0.0265572 , 26 , 82 , -113 , 0.307699 , 0.106019 , 0.325842045286 , 1570037013.1007128
0.173232565339 , 0.0197795383447 , 0.0635214727645 , 0.111344 , 0.0309292 , 37 , 86 , -105 , 0.326855 , 0.14072 , 0.356158262555 , 1570037013.1458433
0.18799064822 , 0.0248333955314 , 0.0586691380395 , 0.132067 , 0.0412367 , 48 , 85 , -116 , 0.359035 , 0.205822 , 0.417418331288 , 1570037013.1908257
0.203207798595 , 0.0314922804935 , 0.0536697628682 , 0.148342 , 0.041631 , 55 , 79 , -112 , 0.353738 , 0.181828 , 0.397847492506 , 1570037013.2361324
