0.0082,0.0060,0.2654,-0.0010,-0.0011,-80.0000,-79.0000,-168.0000,47886.1774,-2737.3318,-9693.4738,-0.0172,-0.0183,0.0353,0.0000,0.8000,0.0000,0.0000
0.0124,0.0060,0.9533,-0.0021,-0.0019,-208.0000,-204.0000,-210.0000,39588.5199,0.1078,-22365.1354,-0.0254,-0.0189,0.0399,0.0878,0.7952,0.0000,0.2006
-0.0064,0.0425,1.4619,-0.0015,-0.0016,-209.0000,-139.0000,-196.0000,4626.1223,36149.9806,-19251.9261,-0.0103,-0.0135,0.0312,0.1982,0.7751,0.0000,0.4052
-0.1441,0.0567,1.7898,-0.0012,-0.0012,206.0000,-211.0000,-210.0000,-14.6880,105982.0134,-440.3939,-0.0068,-0.0062,0.0242,0.3068,0.7388,0.0000,0.6019
-0.1500,-0.0202,2.0771,-0.0010,-0.0009,0.0000,-199.0000,126.0000,-6521.7738,119225.9220,2812.4541,-0.0037,-0.0020,0.0281,0.4053,0.6897,0.0000,0.8026
-0.0014,-0.0439,2.1397,-0.0012,-0.0013,-208.0000,69.0000,191.0000,-14378.8569,90001.4927,31005.7721,-0.0043,-0.0101,0.0240,0.4979,0.6262,0.0000,1.0032
0.0684,0.0888,2.1412,-0.0013,-0.0012,-208.0000,197.0000,-133.0000,-7323.0350,66765.3696,34487.3505,-0.0051,-0.0086,0.0268,0.5806,0.5503,0.0000,1.2081
0.0597,0.2620,2.3750,-0.0012,-0.0006,-207.0000,204.0000,-209.0000,-2305.2972,25566.1519,51726.2234,-0.0065,-0.0039,0.0235,0.6533,0.4617,0.0000,1.4046
0.0082,0.4268,2.6020,-0.0009,-0.0004,-207.0000,206.0000,-210.0000,-11.2868,1336.7609,129682.2985,-0.0056,-0.0027,0.0216,0.7105,0.3678,0.0000,1.6053
-0.0813,0.4677,2.8189,-0.0010,-0.0004,-113.0000,-68.0000,-194.0000,2355.3784,-187.7308,196027.2232,-0.0067,-0.0059,0.0244,0.7550,0.2647,0.0000,1.8101
-0.0554,0.3222,2.8214,-0.0011,-0.0003,206.0000,-196.0000,126.0000,23346.8811,-5107.0048,218091.6188,-0.0053,-0.0024,0.0254,0.7850,0.1541,0.0000,2.0108
0.0598,0.1907,2.6031,-0.0011,-0.0004,206.0000,-211.0000,204.0000,20703.5561,-3422.1706,209403.2800,-0.0049,-0.0031,0.0222,0.7989,0.0427,0.0000,2.2115
0.0593,0.0404,2.6081,-0.0009,-0.0003,206.0000,-204.0000,-127.0000,6152.7795,-543.5154,174416.6573,-0.0054,-0.0032,0.0228,0.7970,-0.0696,0.0000,2.4122
0.0553,-0.1101,2.6189,-0.0013,-0.0005,207.0000,-203.0000,130.0000,5199.4963,-192.0761,160343.1923,-0.0047,-0.0046,0.0253,0.7794,-0.1805,0.0000,2.6170
0.1395,-0.2569,2.3725,-0.0013,-0.0004,206.0000,-196.0000,204.0000,4718.4350,-27.0753,143069.7827,-0.0073,-0.0033,0.0206,0.7456,-0.2900,0.0000,2.8217
0.1670,-0.3608,1.9811,-0.0013,0.0000,207.0000,42.0000,202.0000,1023.5773,71.6664,89643.4456,-0.0062,-0.0011,0.0244,0.6965,-0.3935,0.0000,3.0184
0.0969,-0.3321,1.6083,-0.0009,-0.0001,206.0000,152.0000,-134.0000,21.6856,991.7253,48247.3114,-0.0022,-0.0027,0.0232,0.6360,-0.4854,0.0000,3.2190
0.0564,-0.1827,1.5233,-0.0013,-0.0001,115.0000,206.0000,-210.0000,-43.6594,949.8093,39511.1604,-0.0067,-0.0036,0.0222,0.5617,-0.5696,0.0000,3.4156
