120 , 190 , 194 , 1581357738.9901426
141 , 174 , 196 , 1581357739.011497
140 , 192 , 177 , 1581357739.0274053
141 , 185 , 187 , 1581357739.0438416
145 , 183 , 183 , 1581357739.0675695
173 , 177 , 192 , 1581357739.0845017
171 , 180 , 185 , 1581357739.101256
176 , 133 , 187 , 1581357739.1172967
141 , 188 , 244 , 1581357739.1347404
141 , 185 , 185 , 1581357739.1543646
140 , 183 , 180 , 1581357739.1705709
174 , 177 , 181 , 1581357739.1907759
174 , 190 , 187 , 1581357739.2072437
178 , 187 , 185 , 1581357739.2284553
124 , 180 , 190 , 1581357739.2482486
138 , 185 , 192 , 1581357739.2693353
120 , 192 , 181 , 1581357739.2852623
142 , 181 , 183 , 1581357739.3019414
173 , 194 , 181 , 1581357739.3226357
141 , 123 , 194 , 1581357739.3383904
175 , 185 , 183 , 1581357739.3551528
171 , 178 , 185 , 1581357739.3711264
141 , 181 , 238 , 1581357739.3880515
124 , 127 , 192 , 1581357739.4077852
137 , 181 , 198 , 1581357739.4242966
141 , 187 , 185 , 1581357739.4454856
122 , 188 , 185 , 1581357739.461183
142 , 172 , 202 , 1581357739.4855437
138 , 181 , 181 , 1581357739.502122
176 , 178 , 190 , 1581357739.5190828
175 , 121 , 188 , 1581357739.5350356
176 , 178 , 234 , 1581357739.552502
141 , 119 , 128 , 1581357739.5679927
141 , 185 , 196 , 1581357739.5845466
123 , 188 , 187 , 1581357739.600616
141 , 178 , 185 , 1581357739.6168706
145 , 178 , 178 , 1581357739.6345656
145 , 185 , 183 , 1581357739.6539786
124 , 188 , 185 , 1581357739.6720302
137 , 125 , 192 , 1581357739.690933
140 , 190 , 188 , 1581357739.706927
121 , 190 , 183 , 1581357739.7277176
143 , 183 , 200 , 1581357739.743866
174 , 181 , 183 , 1581357739.761663
174 , 183 , 188 , 1581357739.7811737
141 , 183 , 185 , 1581357739.7973943
185 , 185 , 183 , 1581357739.813816
172 , 183 , 192 , 1581357739.829917
141 , 190 , 196 , 1581357739.8466935
127 , 180 , 185 , 1581357739.8669844
141 , 185 , 178 , 1581357739.8837636
185 , 174 , 194 , 1581357739.9039648
187 , 181 , 190 , 1581357739.9202044
170 , 118 , 206 , 1581357739.9364858
174 , 185 , 183 , 1581357739.9527776
171 , 192 , 187 , 1581357739.9733868
141 , 183 , 200 , 1581357739.990105
143 , 178 , 238 , 1581357740.0064723
144 , 185 , 190 , 1581357740.0266833
120 , 178 , 190 , 1581357740.0427663
176 , 190 , 185 , 1581357740.063794
140 , 180 , 194 , 1581357740.0838692
124 , 185 , 183 , 1581357740.1005597
139 , 185 , 127 , 1581357740.1167967
171 , 183 , 190 , 1581357740.1333065
127 , 188 , 194 , 1581357740.1493688
142 , 178 , 187 , 1581357740.1657274
172 , 121 , 183 , 1581357740.1831384
141 , 178 , 190 , 1581357740.2026806
187 , 122 , 192 , 1581357740.219573
173 , 180 , 236 , 1581357740.244058
178 , 188 , 123 , 1581357740.260148
185 , 181 , 178 , 1581357740.2808607
128 , 188 , 119 , 1581357740.301482
142 , 185 , 185 , 1581357740.317702
122 , 181 , 178 , 1581357740.3338604
138 , 183 , 192 , 1581357740.3548417
183 , 180 , 185 , 1581357740.374506
138 , 128 , 185 , 1581357740.3913665
141 , 183 , 180 , 1581357740.4074445
140 , 172 , 190 , 1581357740.4236262
144 , 192 , 187 , 1581357740.4444678
143 , 180 , 234 , 1581357740.4605484
142 , 121 , 185 , 1581357740.4781294
145 , 180 , 192 , 1581357740.4980762
179 , 188 , 180 , 1581357740.5142748
137 , 124 , 185 , 1581357740.5305114
179 , 175 , 192 , 1581357740.546566
171 , 187 , 187 , 1581357740.567511
171 , 183 , 185 , 1581357740.5836163
175 , 187 , 175 , 1581357740.6004694
172 , 192 , 183 , 1581357740.620548
125 , 177 , 187 , 1581357740.6367414
175 , 230 , 120 , 1581357740.66087
142 , 123 , 178 , 1581357740.678118
174 , 183 , 180 , 1581357740.6944406
174 , 183 , 178 , 1581357740.7105584
127 , 180 , 190 , 1581357740.7284374
173 , 196 , 121 , 1581357740.7513902
172 , 185 , 185 , 1581357740.7680297
142 , 178 , 185 , 1581357740.7846904
187 , 188 , 180 , 1581357740.807528
175 , 183 , 238 , 1581357740.8255398
122 , 124 , 190 , 1581357740.8415282
174 , 185 , 188 , 1581357740.861519
177 , 174 , 190 , 1581357740.8783264
172 , 183 , 194 , 1581357740.8994389
173 , 185 , 198 , 1581357740.9193404
136 , 127 , 178 , 1581357740.935969
176 , 181 , 185 , 1581357740.952565
142 , 234 , 190 , 1581357740.9687722
180 , 127 , 132 , 1581357740.9883342
143 , 119 , 185 , 1581357741.0048912
127 , 190 , 232 , 1581357741.0260265
146 , 180 , 242 , 1581357741.0421288
143 , 178 , 174 , 1581357741.066943
176 , 180 , 190 , 1581357741.0831091
142 , 190 , 185 , 1581357741.0996127
141 , 177 , 198 , 1581357741.116428
176 , 181 , 190 , 1581357741.1324477
140 , 124 , 192 , 1581357741.1531222
173 , 178 , 185 , 1581357741.1692145
124 , 187 , 185 , 1581357741.1901956
174 , 133 , 185 , 1581357741.2062361
172 , 187 , 188 , 1581357741.222957
145 , 190 , 185 , 1581357741.2427504
128 , 172 , 187 , 1581357741.2593296
142 , 124 , 238 , 1581357741.2800884
143 , 187 , 177 , 1581357741.296067
173 , 180 , 238 , 1581357741.3175879
179 , 194 , 188 , 1581357741.3374412
172 , 185 , 194 , 1581357741.3539693
141 , 185 , 180 , 1581357741.374258
175 , 178 , 185 , 1581357741.3905795
141 , 185 , 192 , 1581357741.4068122
145 , 196 , 190 , 1581357741.4231148
180 , 120 , 171 , 1581357741.444144
175 , 185 , 196 , 1581357741.460102
142 , 121 , 128 , 1581357741.4791484
179 , 187 , 187 , 1581357741.4970589
176 , 174 , 183 , 1581357741.5134177
145 , 180 , 180 , 1581357741.534084
174 , 180 , 187 , 1581357741.55026
145 , 185 , 190 , 1581357741.571271
180 , 188 , 238 , 1581357741.590991
143 , 120 , 194 , 1581357741.6079752
176 , 177 , 185 , 1581357741.623973
123 , 124 , 192 , 1581357741.64042
140 , 178 , 124 , 1581357741.6567068
175 , 183 , 194 , 1581357741.6728582
139 , 178 , 192 , 1581357741.69067
142 , 183 , 183 , 1581357741.7099128
177 , 175 , 178 , 1581357741.7264566
138 , 185 , 198 , 1581357741.742949
128 , 178 , 185 , 1581357741.7589447
117 , 185 , 236 , 1581357741.775902
174 , 180 , 192 , 1581357741.7958543
171 , 178 , 127 , 1581357741.8121881
178 , 177 , 240 , 1581357741.8332226
175 , 183 , 183 , 1581357741.8531609
176 , 119 , 183 , 1581357741.8742917
145 , 181 , 183 , 1581357741.8900647
145 , 188 , 180 , 1581357741.9070547
174 , 181 , 183 , 1581357741.9224794
145 , 192 , 190 , 1581357741.9390464
175 , 180 , 185 , 1581357741.9598348
121 , 174 , 234 , 1581357741.9759843
138 , 178 , 175 , 1581357741.9969099
141 , 180 , 187 , 1581357742.0132613
173 , 174 , 192 , 1581357742.0295491
145 , 185 , 198 , 1581357742.0495894
171 , 185 , 192 , 1581357742.0660493
178 , 183 , 198 , 1581357742.090795
125 , 177 , 181 , 1581357742.1069608
145 , 178 , 185 , 1581357742.1280026
145 , 185 , 181 , 1581357742.1438498
175 , 177 , 185 , 1581357742.1618364
174 , 181 , 192 , 1581357742.1809223
139 , 174 , 188 , 1581357742.1974576
185 , 181 , 198 , 1581357742.2137423
173 , 190 , 202 , 1581357742.229986
181 , 183 , 183 , 1581357742.246707
175 , 180 , 238 , 1581357742.262683
142 , 181 , 178 , 1581357742.2794263
143 , 180 , 194 , 1581357742.2998643
141 , 183 , 178 , 1581357742.3159764
178 , 178 , 187 , 1581357742.3327813
176 , 177 , 177 , 1581357742.3487265
142 , 130 , 198 , 1581357742.3655136
141 , 124 , 200 , 1581357742.3848808
127 , 183 , 188 , 1581357742.4019935
124 , 113 , 190 , 1581357742.418616
174 , 119 , 180 , 1581357742.4357076
174 , 183 , 194 , 1581357742.455774
123 , 190 , 194 , 1581357742.4750352
172 , 177 , 127 , 1581357742.4919813
179 , 183 , 187 , 1581357742.5122945
120 , 171 , 187 , 1581357742.5288393
120 , 188 , 177 , 1581357742.5501008
141 , 181 , 180 , 1581357742.5662823
181 , 177 , 196 , 1581357742.582828
137 , 181 , 187 , 1581357742.598587
171 , 178 , 178 , 1581357742.6148515
142 , 190 , 187 , 1581357742.6326475
175 , 187 , 187 , 1581357742.6519504
174 , 121 , 196 , 1581357742.6687987
177 , 181 , 183 , 1581357742.6893015
181 , 194 , 185 , 1581357742.7093086
140 , 177 , 181 , 1581357742.7258058
124 , 178 , 244 , 1581357742.7418633
144 , 190 , 247 , 1581357742.7628384
172 , 181 , 196 , 1581357742.7789059
175 , 181 , 178 , 1581357742.795404
117 , 185 , 181 , 1581357742.81548
144 , 181 , 181 , 1581357742.8319337
138 , 187 , 188 , 1581357742.848401
178 , 127 , 234 , 1581357742.8645089
144 , 185 , 188 , 1581357742.8817246
145 , 174 , 194 , 1581357742.9020216
175 , 169 , 190 , 1581357742.918158
180 , 180 , 236 , 1581357742.9388647
175 , 175 , 181 , 1581357742.9548695
127 , 188 , 185 , 1581357742.972119
171 , 188 , 244 , 1581357742.991613
174 , 183 , 188 , 1581357743.008079
145 , 185 , 185 , 1581357743.028851
127 , 188 , 192 , 1581357743.044832
175 , 188 , 196 , 1581357743.0618796
173 , 183 , 178 , 1581357743.0784218
144 , 188 , 188 , 1581357743.0944786
120 , 181 , 188 , 1581357743.1107626
145 , 181 , 188 , 1581357743.126852
140 , 183 , 175 , 1581357743.1475885
143 , 122 , 188 , 1581357743.163453
127 , 183 , 181 , 1581357743.1795857
121 , 185 , 183 , 1581357743.1958356
142 , 180 , 188 , 1581357743.2119403
174 , 185 , 188 , 1581357743.2283063
178 , 183 , 190 , 1581357743.2447553
172 , 185 , 196 , 1581357743.261358
142 , 185 , 180 , 1581357743.2777555
174 , 187 , 187 , 1581357743.2945094
171 , 180 , 234 , 1581357743.3111417
139 , 128 , 185 , 1581357743.3281918
141 , 177 , 124 , 1581357743.3439534
177 , 180 , 198 , 1581357743.3604693
138 , 194 , 185 , 1581357743.3811202
174 , 192 , 196 , 1581357743.4017868
141 , 177 , 185 , 1581357743.417861
143 , 188 , 198 , 1581357743.4340432
138 , 183 , 185 , 1581357743.454429
180 , 183 , 185 , 1581357743.4711337
171 , 187 , 190 , 1581357743.4878721
175 , 172 , 185 , 1581357743.5077126
172 , 174 , 185 , 1581357743.5240738
145 , 177 , 180 , 1581357743.548326
141 , 174 , 234 , 1581357743.5651226
171 , 181 , 188 , 1581357743.5862696
142 , 188 , 187 , 1581357743.6019738
139 , 178 , 187 , 1581357743.6188104
175 , 171 , 183 , 1581357743.634836
185 , 183 , 190 , 1581357743.6510692
173 , 196 , 180 , 1581357743.6718748
143 , 188 , 187 , 1581357743.6879053
175 , 185 , 187 , 1581357743.7055917
174 , 172 , 177 , 1581357743.7256691
130 , 187 , 185 , 1581357743.74579
144 , 188 , 188 , 1581357743.7618506
187 , 183 , 185 , 1581357743.7780266
171 , 183 , 188 , 1581357743.7992663
174 , 180 , 249 , 1581357743.814877
145 , 124 , 183 , 1581357743.8319466
175 , 183 , 171 , 1581357743.8523283
143 , 183 , 240 , 1581357743.8748877
141 , 180 , 185 , 1581357743.8930519
141 , 181 , 185 , 1581357743.909296
174 , 185 , 236 , 1581357743.929786
141 , 175 , 190 , 1581357743.950469
143 , 178 , 172 , 1581357743.9667068
144 , 122 , 180 , 1581357743.9828248
143 , 194 , 187 , 1581357744.000816
139 , 180 , 180 , 1581357744.019777
138 , 188 , 194 , 1581357744.0364497
142 , 172 , 172 , 1581357744.0613565
144 , 183 , 181 , 1581357744.0773025
171 , 180 , 188 , 1581357744.0978203
177 , 185 , 177 , 1581357744.1138656
173 , 185 , 242 , 1581357744.131037
139 , 190 , 198 , 1581357744.1469755
175 , 181 , 178 , 1581357744.1633227
183 , 180 , 190 , 1581357744.18373
178 , 188 , 181 , 1581357744.1998389
137 , 185 , 180 , 1581357744.2212067
139 , 187 , 242 , 1581357744.24082
141 , 188 , 178 , 1581357744.2621148
127 , 124 , 187 , 1581357744.2819011
172 , 125 , 240 , 1581357744.2986975
188 , 190 , 180 , 1581357744.3187525
141 , 175 , 188 , 1581357744.3354483
141 , 132 , 188 , 1581357744.3517232
142 , 183 , 132 , 1581357744.3679082
141 , 175 , 181 , 1581357744.3882987
143 , 190 , 188 , 1581357744.4046853
187 , 183 , 192 , 1581357744.4217727
175 , 185 , 187 , 1581357744.4378784
176 , 177 , 180 , 1581357744.4541395
141 , 183 , 185 , 1581357744.4744496
125 , 183 , 181 , 1581357744.4907093
173 , 125 , 190 , 1581357744.507398
175 , 178 , 238 , 1581357744.5238688
142 , 183 , 177 , 1581357744.5445328
171 , 183 , 178 , 1581357744.5605805
138 , 124 , 183 , 1581357744.576696
127 , 175 , 236 , 1581357744.5937533
171 , 178 , 190 , 1581357744.6137025
137 , 190 , 196 , 1581357744.6302989
120 , 181 , 190 , 1581357744.6544971
171 , 177 , 183 , 1581357744.6710396
143 , 192 , 185 , 1581357744.691644
145 , 178 , 178 , 1581357744.7076747
183 , 187 , 180 , 1581357744.727897
145 , 187 , 185 , 1581357744.7446113
176 , 180 , 183 , 1581357744.7621007
138 , 188 , 185 , 1581357744.781634
141 , 174 , 228 , 1581357744.7981193
175 , 175 , 196 , 1581357744.8185897
187 , 185 , 129 , 1581357744.8346965
127 , 183 , 185 , 1581357744.8556736
138 , 178 , 190 , 1581357744.8715422
175 , 185 , 198 , 1581357744.8897958
142 , 190 , 251 , 1581357744.9091492
180 , 185 , 187 , 1581357744.9293227
174 , 122 , 187 , 1581357744.9456315
183 , 187 , 178 , 1581357744.9617705
124 , 115 , 185 , 1581357744.9825377
120 , 177 , 183 , 1581357744.9991426
143 , 185 , 187 , 1581357745.0157766
178 , 177 , 192 , 1581357745.0358334
120 , 183 , 242 , 1581357745.0519416
144 , 181 , 242 , 1581357745.0725248
187 , 183 , 183 , 1581357745.088559
122 , 178 , 183 , 1581357745.1096575
144 , 178 , 121 , 1581357745.1257975
141 , 181 , 202 , 1581357745.1458573
120 , 188 , 178 , 1581357745.1624277
139 , 188 , 192 , 1581357745.1788492
171 , 178 , 190 , 1581357745.1953473
177 , 177 , 190 , 1581357745.2115018
173 , 190 , 187 , 1581357745.2282894
175 , 177 , 188 , 1581357745.2491434
139 , 180 , 230 , 1581357745.265224
123 , 180 , 190 , 1581357745.2891996
174 , 178 , 240 , 1581357745.3060002
143 , 181 , 190 , 1581357745.3260515
130 , 183 , 187 , 1581357745.3424969
142 , 123 , 194 , 1581357745.3628638
171 , 172 , 187 , 1581357745.3793912
141 , 190 , 190 , 1581357745.3973916
176 , 183 , 240 , 1581357745.416313
139 , 190 , 190 , 1581357745.4333184
172 , 177 , 185 , 1581357745.4578204
129 , 188 , 190 , 1581357745.473838
177 , 178 , 174 , 1581357745.4946105
145 , 123 , 180 , 1581357745.5105875
178 , 183 , 180 , 1581357745.5311007
141 , 234 , 185 , 1581357745.5472267
139 , 183 , 177 , 1581357745.564544
141 , 175 , 121 , 1581357745.5842183
172 , 185 , 192 , 1581357745.6043446
142 , 190 , 190 , 1581357745.6211634
124 , 183 , 188 , 1581357745.6380212
141 , 132 , 188 , 1581357745.654108
185 , 180 , 254 , 1581357745.6743064
145 , 180 , 244 , 1581357745.6950374
175 , 181 , 174 , 1581357745.7111738
125 , 180 , 183 , 1581357745.732715
185 , 177 , 194 , 1581357745.7561903
171 , 120 , 185 , 1581357745.7762148
135 , 178 , 185 , 1581357745.7931652
180 , 180 , 187 , 1581357745.8099668
174 , 175 , 183 , 1581357745.8262985
138 , 178 , 177 , 1581357745.8425846
185 , 185 , 172 , 1581357745.8586879
170 , 188 , 198 , 1581357745.8749385
176 , 181 , 187 , 1581357745.895654
118 , 181 , 183 , 1581357745.9120543
138 , 181 , 187 , 1581357745.9288154
174 , 180 , 190 , 1581357745.9487245
137 , 183 , 238 , 1581357745.965163
141 , 181 , 194 , 1581357745.9895658
124 , 174 , 190 , 1581357746.006109
138 , 172 , 174 , 1581357746.0228975
180 , 185 , 242 , 1581357746.039178
178 , 178 , 187 , 1581357746.0596826
124 , 174 , 190 , 1581357746.0798025
141 , 178 , 183 , 1581357746.0962818
125 , 177 , 194 , 1581357746.1171236
120 , 174 , 177 , 1581357746.133357
175 , 188 , 192 , 1581357746.1542397
141 , 183 , 177 , 1581357746.169981
139 , 181 , 181 , 1581357746.186812
172 , 178 , 185 , 1581357746.203149
140 , 178 , 187 , 1581357746.2190454
174 , 187 , 177 , 1581357746.2401338
175 , 188 , 177 , 1581357746.255939
138 , 185 , 177 , 1581357746.2731647
174 , 181 , 242 , 1581357746.292439
171 , 181 , 190 , 1581357746.3095894
141 , 183 , 188 , 1581357746.3302064
144 , 181 , 180 , 1581357746.3459857
146 , 188 , 181 , 1581357746.3663206
178 , 181 , 190 , 1581357746.3829672
119 , 116 , 188 , 1581357746.403905
140 , 122 , 188 , 1581357746.427902
180 , 180 , 192 , 1581357746.44469
120 , 122 , 181 , 1581357746.461114
175 , 187 , 181 , 1581357746.477479
178 , 175 , 169 , 1581357746.4937956
121 , 177 , 183 , 1581357746.509863
138 , 183 , 188 , 1581357746.530657
137 , 175 , 174 , 1581357746.5466378
171 , 177 , 226 , 1581357746.563613
140 , 180 , 234 , 1581357746.5838249
171 , 183 , 232 , 1581357746.6000206
168 , 174 , 185 , 1581357746.6165998
169 , 181 , 183 , 1581357746.6327412
174 , 181 , 177 , 1581357746.6501055
143 , 180 , 178 , 1581357746.6697304
137 , 175 , 172 , 1581357746.686505
139 , 169 , 177 , 1581357746.7062914
119 , 177 , 181 , 1581357746.7223465
118 , 180 , 181 , 1581357746.743496
140 , 177 , 183 , 1581357746.7636743
172 , 178 , 180 , 1581357746.7805586
168 , 183 , 188 , 1581357746.797047
169 , 175 , 181 , 1581357746.8133051
169 , 183 , 238 , 1581357746.8294687
141 , 171 , 242 , 1581357746.8452666
168 , 168 , 183 , 1581357746.8665035
171 , 172 , 242 , 1581357746.8825116
174 , 187 , 181 , 1581357746.8993707
171 , 177 , 181 , 1581357746.915611
173 , 172 , 232 , 1581357746.9315925
177 , 181 , 180 , 1581357746.956436
173 , 181 , 183 , 1581357746.9726033
140 , 174 , 185 , 1581357746.992926
175 , 185 , 172 , 1581357747.0093863
171 , 181 , 185 , 1581357747.026323
177 , 169 , 192 , 1581357747.0424752
121 , 166 , 232 , 1581357747.0586443
175 , 180 , 183 , 1581357747.0798428
140 , 177 , 174 , 1581357747.099713
123 , 171 , 187 , 1581357747.1202624
140 , 183 , 181 , 1581357747.1360493
120 , 120 , 183 , 1581357747.1532428
171 , 172 , 178 , 1581357747.169398
140 , 181 , 174 , 1581357747.1861591
172 , 180 , 180 , 1581357747.2019553
173 , 174 , 183 , 1581357747.2223215
119 , 171 , 183 , 1581357747.238842
141 , 175 , 180 , 1581357747.2549403
171 , 177 , 187 , 1581357747.2717535
140 , 188 , 174 , 1581357747.2878075
168 , 230 , 183 , 1581357747.304085
171 , 180 , 181 , 1581357747.3206103
137 , 175 , 175 , 1581357747.336865
177 , 175 , 185 , 1581357747.3585083
171 , 177 , 178 , 1581357747.3736403
139 , 117 , 183 , 1581357747.3906684
175 , 188 , 181 , 1581357747.406616
174 , 177 , 188 , 1581357747.4231062
141 , 118 , 180 , 1581357747.4399345
171 , 175 , 178 , 1581357747.4564662
178 , 177 , 180 , 1581357747.4726038
117 , 172 , 177 , 1581357747.492576
178 , 180 , 177 , 1581357747.5091772
174 , 183 , 178 , 1581357747.5301576
135 , 175 , 187 , 1581357747.546106
169 , 222 , 183 , 1581357747.566667
122 , 175 , 240 , 1581357747.583013
172 , 177 , 178 , 1581357747.599527
173 , 178 , 169 , 1581357747.6158717
171 , 180 , 168 , 1581357747.6322281
173 , 172 , 181 , 1581357747.652798
171 , 175 , 183 , 1581357747.66914
173 , 172 , 181 , 1581357747.6866462
136 , 180 , 185 , 1581357747.7061467
170 , 172 , 174 , 1581357747.7222679
138 , 177 , 181 , 1581357747.7386827
175 , 122 , 177 , 1581357747.7548401
171 , 175 , 171 , 1581357747.7719166
140 , 180 , 177 , 1581357747.791445
171 , 172 , 180 , 1581357747.8082178
138 , 174 , 181 , 1581357747.8278625
183 , 118 , 234 , 1581357747.845076
141 , 166 , 183 , 1581357747.8661985
138 , 174 , 242 , 1581357747.8852608
120 , 185 , 180 , 1581357747.907399
169 , 172 , 175 , 1581357747.926931
119 , 177 , 168 , 1581357747.9438255
171 , 180 , 181 , 1581357747.959619
140 , 181 , 181 , 1581357747.976322
177 , 183 , 180 , 1581357747.9926639
174 , 177 , 185 , 1581357748.0088398
170 , 181 , 175 , 1581357748.0295343
132 , 175 , 180 , 1581357748.0460782
171 , 178 , 180 , 1581357748.0632262
132 , 174 , 183 , 1581357748.082514
133 , 171 , 181 , 1581357748.0988822
171 , 171 , 183 , 1581357748.1228495
171 , 180 , 174 , 1581357748.1398473
140 , 175 , 228 , 1581357748.1608922
168 , 169 , 183 , 1581357748.18031
136 , 181 , 232 , 1581357748.197718
172 , 177 , 174 , 1581357748.217604
172 , 175 , 165 , 1581357748.234574
139 , 172 , 230 , 1581357748.2505195
168 , 169 , 181 , 1581357748.2669454
137 , 183 , 181 , 1581357748.2908216
137 , 171 , 181 , 1581357748.3077273
136 , 181 , 232 , 1581357748.324658
169 , 166 , 181 , 1581357748.3407865
167 , 174 , 174 , 1581357748.357329
139 , 174 , 178 , 1581357748.3768692
134 , 168 , 234 , 1581357748.3938544
122 , 177 , 168 , 1581357748.4144278
118 , 177 , 175 , 1581357748.4306338
139 , 180 , 169 , 1581357748.4488113
171 , 171 , 181 , 1581357748.4679615
140 , 175 , 171 , 1581357748.4841924
175 , 171 , 226 , 1581357748.5047705
174 , 175 , 180 , 1581357748.5208812
171 , 174 , 177 , 1581357748.5414844
169 , 174 , 175 , 1581357748.5577283
136 , 180 , 175 , 1581357748.5775657
167 , 171 , 230 , 1581357748.5944526
171 , 169 , 180 , 1581357748.611581
171 , 187 , 232 , 1581357748.6273103
136 , 174 , 232 , 1581357748.6443174
136 , 174 , 180 , 1581357748.6645894
137 , 181 , 234 , 1581357748.685072
167 , 174 , 234 , 1581357748.7011647
165 , 174 , 175 , 1581357748.7175324
169 , 172 , 180 , 1581357748.7383394
138 , 169 , 177 , 1581357748.7538276
173 , 174 , 175 , 1581357748.7708836
136 , 178 , 185 , 1581357748.786869
136 , 172 , 232 , 1581357748.8033652
169 , 181 , 174 , 1581357748.8241007
170 , 174 , 188 , 1581357748.8443213
136 , 165 , 228 , 1581357748.8655987
138 , 168 , 222 , 1581357748.8813248
165 , 169 , 180 , 1581357748.902987
168 , 164 , 236 , 1581357748.922114
136 , 183 , 174 , 1581357748.939468
138 , 177 , 178 , 1581357748.9549274
134 , 172 , 172 , 1581357748.9715555
140 , 168 , 177 , 1581357748.9954572
169 , 166 , 178 , 1581357749.0126452
119 , 175 , 175 , 1581357749.0330758
171 , 177 , 188 , 1581357749.049292
174 , 171 , 177 , 1581357749.0701532
140 , 181 , 234 , 1581357749.086162
137 , 175 , 171 , 1581357749.1063104
133 , 175 , 177 , 1581357749.1222327
172 , 171 , 175 , 1581357749.1402934
136 , 174 , 234 , 1581357749.1596735
171 , 172 , 175 , 1581357749.176348
141 , 174 , 232 , 1581357749.1971965
178 , 177 , 174 , 1581357749.2175043
167 , 174 , 172 , 1581357749.233755
169 , 230 , 174 , 1581357749.2499452
170 , 185 , 181 , 1581357749.2711027
168 , 174 , 181 , 1581357749.2865171
166 , 172 , 177 , 1581357749.3036733
167 , 171 , 228 , 1581357749.31969
171 , 177 , 178 , 1581357749.3357913
117 , 174 , 180 , 1581357749.3525076
138 , 220 , 172 , 1581357749.3684294
134 , 177 , 171 , 1581357749.384879
170 , 175 , 174 , 1581357749.4059513
111 , 169 , 175 , 1581357749.4219964
132 , 181 , 228 , 1581357749.442545
172 , 174 , 234 , 1581357749.4586172
137 , 178 , 183 , 1581357749.4754975
