0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0400,0.0000,0.0000,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0900,0.0010,0.0000,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1300,0.0009,0.0000,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1700,0.0018,0.0000,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2100,0.0016,0.0000,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2600,0.0015,0.0000,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3000,0.0023,0.0000,0.0031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3400,0.0031,0.0010,0.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3800,0.0028,0.0009,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4300,0.0035,0.0008,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4700,0.0032,0.0007,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5100,0.0028,0.0017,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5500,0.0036,0.0015,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6000,0.0032,0.0013,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6400,0.0029,0.0012,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6800,0.0026,0.0011,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7200,0.0023,0.0010,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7700,0.0031,0.0009,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8100,0.0028,0.0008,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8500,0.0025,0.0007,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.8900,0.0023,0.0006,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9300,0.0020,0.0006,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9800,0.0018,0.0015,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0200,0.0016,0.0014,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0600,0.0015,0.0012,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1000,0.0023,0.0011,0.0021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1500,0.0021,0.0020,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.1900,0.0019,0.0018,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2300,0.0017,0.0016,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.2700,0.0015,0.0015,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3200,0.0024,0.0013,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.3600,0.0031,0.0022,0.0021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.4000,0.0038,0.0020,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.4400,0.0034,0.0028,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.4900,0.0031,0.0025,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.5300,0.0028,0.0022,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.5700,0.0025,0.0020,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.6100,0.0033,0.0018,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.6600,0.0029,0.0016,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.7000,0.0036,0.0015,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.7400,0.0033,0.0013,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.7800,0.0029,0.0012,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.8200,0.0027,0.0011,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.8700,0.0034,0.0010,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
